gram_key,food_type,gram_type,tag1,tag2,tag3,tag4
thorne protein powder scoop coconut,b,5,,,,
grain bread slice bread honey,f,5,,,,
slice whole grain bread slice,f,5,,,,
protein shake almond milk banana,f,5,,,,
mint moose track ice cream,f,5,,,,
black coffee heavy whipping cream,b,5,coffee,,,
whole g oatmeal almond raisin,f,5,,,,
laird creamer tablespoon maple syrup,b,5,,,,
protein powder scoop coconut water,b,5,,,,
cup coffee alm milk cream,b,5,coffee,,,
coffee raw sugar half half,b,5,coffee,,,
iced coffee cream maple syrup,b,5,coffee,,,
espresso,b,1,coffee,,,
porridge,f,1,,,,
cocoa,b,1,,,,
sauerkraut,f,1,,,,
rye,f,1,,,,
pudding,f,1,,,,
mandarin,f,1,,,,
caramel,f,1,,,,
hazelnut,f,1,,,,
clementine,f,1,,,,
chard,f,1,,,,
bran,f,1,,,,
butterfat,b,1,,,,
caffeine,b,1,coffee,,,
dumpling,f,1,,,,
carb,f,1,,,,
wholemeal,f,1,,,,
americano,b,1,coffee,,,
cola,b,1,,,,
chipotle,f,1,,,,
starbuck,b,1,coffee,,,
prebiotic,m,1,,,,
duck,f,1,,,,
coca,b,1,,,,
oyster,f,1,,,,
yoghurt,b,1,,,,
herbal tea,b,2,,,,
tea milk,b,2,,,,
glass water,w,2,,,,
vitamin c,m,2,,,,
bulletproof coffee,b,2,,,,
soy milk,b,2,,,,
ml water,b,2,,,,
pumpkin seed,f,2,,,,
multi vitamin,m,2,,,,
vitamin b,m,2,,,,
melatonin,m,1,,,,
water ml,w,2,,,,
cup tea,b,2,,,,
red pepper,f,2,,,,
water lemon,f,2,,,,
earl grey tea,b,3,,,,
coffee heavy cream,b,3,,,,
coffee coconut oil,b,3,,,,
mixed salad,f,2,,,,
rice bean,f,2,,,,
coffee stevia,b,2,,,,
coffee heavy,b,2,,,,
cheese bread,f,2,,,,
skimmed milk,b,2,,,,
skim milk,b,2,,,,
apple juice,b,2,,,,
vit c,m,2,,,,
whole milk,b,2,,,,
bread cheese,f,2,,,,
hot chocolate,b,2,,,,
birth control,m,2,,,,
peppermint tea,b,2,,,,
rice cake,f,2,,,,
brazil nut,f,2,,,,
milk coffee,b,2,,,,
lemon juice,b,2,,,,
egg white,f,2,,,,
diet soda,b,2,,,,
tomato sauce,f,2,,,,
chai tea,b,2,,,,
mineral water,w,2,,,,
broccoli sprout,f,2,,,,
vitamin k,m,2,,,,
oil vitamin,m,2,,,,
mint tea,b,2,,,,
soya milk,b,2,,,,
krill oil,m,2,,,,
bone broth,f,2,,,,
decaf tea,b,2,,,,
veggie burger,f,2,,,,
ginger tea,b,2,,,,
vitamin iu,m,2,,,,
cheese stick,f,2,,,,
rye bread,f,2,,,,
whey protein,f,2,,,,
greek yoghurt,b,2,,,,
hot water,w,2,,,,
white tea,b,2,,,,
cod liver oil,m,2,,,,
hemp seed,f,2,,,,
rooibos tea,b,2,,,,
b vitamin,m,2,,,,
white bread,f,2,,,,
red cabbage,f,2,,,,
green smoothie,b,2,,,,
lemon water,b,2,,,,
poached egg,f,2,,,,
curry rice,f,2,,,,
egg toast,f,2,,,,
corn tortilla,f,2,,,,
oat milk,b,2,,,,
rice cracker,f,2,,,,
prune,f,1,,,,
prawn,f,1,,,,
nugget,f,1,,,,
electrolyte,b,1,,,,
cupcake,f,1,,,,
falafel,f,1,,,,
losartan,m,1,,,,
bcaa,m,1,,,,
amlodipine,m,1,,,,
miso,f,1,,,,
parsley,f,1,,,,
biotin,m,1,,,,
tahini,f,1,,,,
fennel,f,1,,,,
psyllium,m,1,,,,
chamomile,b,1,,,,
leek,f,1,,,,
brie,f,1,,,,
tart,f,1,,,,
amino,m,1,,,,
courgette,f,1,,,,
oreo,f,1,,,,
spirulina,f,1,,,,
herbal,f,1,,,,
papaya,f,1,,,,
rooibos,f,1,,,,
aspirin,m,1,,,,
metformin,m,1,,,,
hemp,f,1,,,,
kiwi,f,1,,,,
matcha,b,1,,,,
beetroot,f,1,,,,
avacado,f,1,,,,
cacao,f,1,,,,
flaxseed,f,1,,,,
levothyroxine,m,1,,,,
bannana,f,1,,,,
coffe,b,1,,,,
chickpea,f,1,,,,
fiber,m,1,,,,
ghee,f,1,,,,
scone,f,1,,,,
kimchi,f,1,,,,
pastry,f,1,,,,
tumeric,f,1,,,,
pomegranate,f,1,,,,
synthroid,m,1,,,,
cocktail,b,1,,,,
spice,m,1,,,,
buckwheat,f,1,,,,
citrate,m,1,,,,
zyrtec,m,1,,,,
creatine,m,1,,,,
apricot,f,1,,,,
ibuprofen,m,1,,,,
sardine,f,1,,,,
curcumin,m,1,,,,
apple cider,b,2,,,,
